task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
91	35/d6e0d4	9053	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-27 10:59:29.367	1.4s	1s	127.6%	7.7 MB	222.3 MB	5.2 MB	138.4 KB
93	e6/326f2d	9127	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-27 10:59:30.742	2.2s	1s	119.0%	7.6 MB	222.2 MB	4.7 MB	104 KB
89	6a/6f7851	9216	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-27 10:59:32.959	1.8s	1s	122.1%	7.3 MB	222.3 MB	7.5 MB	94.2 KB
94	1a/a0efc1	9297	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-27 10:59:34.818	1.9s	1s	126.2%	7.6 MB	222.2 MB	7.3 MB	104.1 KB
85	b1/2d577b	9381	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-27 10:59:36.778	5.7s	5s	121.7%	7.7 MB	222.2 MB	32.9 MB	98.7 KB
95	88/fc0f5f	9462	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5556343)	COMPLETED	0	2023-10-27 10:59:42.515	1.7s	0ms	199.3%	10.1 MB	15.3 MB	10.5 MB	6 KB
96	27/039574	9543	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-27 10:59:44.207	1.1s	0ms	304.4%	5.4 MB	51.4 MB	91.6 KB	5.7 KB
97	7e/f0d6ac	9630	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-27 10:59:45.323	1s	0ms	279.4%	3.1 MB	5.4 MB	91.9 KB	5.8 KB
98	1b/c11cd5	9711	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (SRR13500958)	COMPLETED	0	2023-10-27 10:59:46.380	1.1s	1s	387.1%	3 MB	5.4 MB	88.9 KB	4.3 KB
99	eb/8627d2	9790	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-27 10:59:47.511	1.1s	0ms	272.3%	3.1 MB	5.4 MB	90.2 KB	4.9 KB
100	53/e97e14	9869	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-27 10:59:48.608	1.1s	0ms	277.6%	3 MB	5.4 MB	91.6 KB	5.6 KB
103	a4/7778d3	9942	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-27 10:59:49.703	1s	0ms	75.0%	3.1 MB	5.4 MB	72.7 KB	3.1 KB
101	56/871092	10022	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5181310)	COMPLETED	0	2023-10-27 10:59:50.730	1.1s	0ms	282.4%	3.1 MB	5.4 MB	85.4 KB	2 KB
102	47/5a435b	10123	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5181310)	COMPLETED	0	2023-10-27 10:59:51.845	4.5s	3s	123.6%	126.1 MB	6.9 GB	19.5 MB	178.1 KB
104	0b/ba8884	10200	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-27 10:59:56.358	1s	0ms	96.0%	3.1 MB	5.4 MB	72.5 KB	3.1 KB
106	47/051b9c	10284	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5405022)	COMPLETED	0	2023-10-27 10:59:57.388	996ms	0ms	371.4%	3 MB	5.4 MB	85.2 KB	1.9 KB
105	18/8d3cff	10360	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5405022)	COMPLETED	0	2023-10-27 10:59:58.395	4.9s	3s	113.0%	115.4 MB	6.9 GB	19.5 MB	206.5 KB
107	c0/f2602d	10431	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (SRR13500958)	COMPLETED	0	2023-10-27 11:00:03.316	1.2s	1s	256.0%	3.1 MB	5.4 MB	84.7 KB	1.6 KB
109	71/53ee1d	10506	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-27 11:00:04.547	1.1s	0ms	100.0%	3 MB	5.4 MB	72.3 KB	3.1 KB
108	3b/964ace	10586	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (SRR13500958)	COMPLETED	0	2023-10-27 11:00:05.698	4.3s	3s	102.9%	119.4 MB	6.9 GB	19.5 MB	106.1 KB
112	16/612dd9	10657	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5743893)	COMPLETED	0	2023-10-27 11:00:09.978	997ms	0ms	408.5%	3 MB	5.4 MB	84.8 KB	1.7 KB
110	22/dfd803	10741	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-27 11:00:10.984	1s	0ms	77.4%	3.1 MB	5.4 MB	72.4 KB	3.1 KB
111	ff/5073b4	10818	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5743893)	COMPLETED	0	2023-10-27 11:00:12.036	4.4s	3s	111.6%	125.1 MB	6.9 GB	19.5 MB	146.5 KB
113	47/c894c7	10885	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5556343)	COMPLETED	0	2023-10-27 11:00:16.422	1.1s	0ms	316.7%	3 MB	5.4 MB	85.1 KB	1.8 KB
115	59/907024	10968	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-27 11:00:17.564	1.1s	0ms	92.3%	3 MB	5.4 MB	72.5 KB	3.1 KB
114	14/272841	11052	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5556343)	COMPLETED	0	2023-10-27 11:00:18.626	4.4s	3s	119.6%	138.1 MB	6.9 GB	19.5 MB	168.2 KB
116	d0/92e6bf	11127	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-27 11:00:23.045	1.2s	0ms	177.8%	3.1 MB	5.4 MB	85.3 KB	3.4 KB
117	1a/685808	11219	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5181310)	COMPLETED	0	2023-10-27 11:00:24.235	1s	0ms	169.7%	3.1 MB	5.4 MB	85.4 KB	2.1 KB
118	27/0a7b60	11294	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-27 11:00:25.293	986ms	0ms	92.3%	3 MB	5.4 MB	72.7 KB	3.1 KB
119	82/e3de09	11362	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5181310)	COMPLETED	0	2023-10-27 11:00:26.289	39s	38s	116.6%	42.8 MB	55.2 MB	560.1 MB	526.6 MB
120	66/479081	11454	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5181310)	COMPLETED	0	2023-10-27 11:01:05.255	1s	0ms	104.3%	3 MB	5.4 MB	101.6 KB	7.5 KB
121	22/0340bd	11545	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-27 11:01:06.290	1s	0ms	150.0%	3.1 MB	5.4 MB	85.1 KB	3.8 KB
122	cb/4e6511	11611	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5405022)	COMPLETED	0	2023-10-27 11:01:07.351	1s	0ms	116.4%	3 MB	5.4 MB	85.2 KB	2.1 KB
123	dd/63b02e	11679	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-27 11:01:08.389	1.1s	0ms	126.3%	3 MB	5.4 MB	72.6 KB	3.1 KB
124	08/a596ef	11748	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5405022)	COMPLETED	0	2023-10-27 11:01:09.523	2.7s	1s	165.6%	13.3 MB	24.6 MB	61.3 MB	53.1 MB
125	e6/56dbff	11820	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5405022)	COMPLETED	0	2023-10-27 11:01:12.218	1.2s	0ms	128.0%	3.1 MB	5.4 MB	100.7 KB	7.3 KB
126	fe/44db28	11892	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-27 11:01:13.484	1.1s	0ms	92.3%	3.1 MB	5.4 MB	72.4 KB	3.1 KB
127	b8/c1a1b6	11960	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (SRR13500958)	COMPLETED	0	2023-10-27 11:01:14.592	2.5s	1s	178.1%	10.7 MB	23.1 MB	57.1 MB	51.2 MB
128	47/4f7b75	12033	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (SRR13500958)	COMPLETED	0	2023-10-27 11:01:17.144	1.1s	0ms	141.2%	3 MB	5.4 MB	84.7 KB	1.5 KB
129	00/82c3a9	12103	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-27 11:01:18.258	1.1s	0ms	136.6%	3.1 MB	5.4 MB	84.6 KB	3.4 KB
130	1b/de7519	12174	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SRR13500958)	COMPLETED	0	2023-10-27 11:01:19.321	1.1s	0ms	133.3%	3 MB	5.4 MB	88.3 KB	5.8 KB
131	4d/26f030	12247	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-27 11:01:20.405	1.1s	1s	100.0%	3.1 MB	5.4 MB	72.5 KB	3.1 KB
132	c3/1f975c	12316	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5743893)	COMPLETED	0	2023-10-27 11:01:21.510	3.4s	2s	157.7%	18.6 MB	30 MB	73.3 MB	68 MB
133	6b/a850b3	12387	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5743893)	COMPLETED	0	2023-10-27 11:01:24.889	1.1s	0ms	210.5%	3.1 MB	5.4 MB	84.8 KB	1.8 KB
134	df/f495e0	12456	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-27 11:01:26.031	1.1s	0ms	154.8%	3 MB	5.4 MB	84.8 KB	3.7 KB
135	e8/c5ddaa	12525	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5743893)	COMPLETED	0	2023-10-27 11:01:27.118	1.2s	0ms	114.3%	3.1 MB	5.4 MB	95.9 KB	6.5 KB
136	7f/1d3b03	12597	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-27 11:01:28.339	1.1s	0ms	100.0%	3 MB	5.4 MB	72.6 KB	3.1 KB
137	88/601c90	12662	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5556343)	COMPLETED	0	2023-10-27 11:01:29.406	5.3s	5s	141.3%	22.2 MB	34.1 MB	114.7 MB	106.7 MB
138	d1/a09938	12740	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5556343)	COMPLETED	0	2023-10-27 11:01:34.714	1.1s	0ms	195.9%	3.1 MB	5.4 MB	85.1 KB	2.1 KB
139	44/cc2e94	12809	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-27 11:01:35.791	1s	0ms	189.5%	3.1 MB	5.4 MB	85 KB	3.7 KB
140	ab/b54460	12883	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5556343)	COMPLETED	0	2023-10-27 11:01:36.819	1.1s	0ms	110.3%	3 MB	5.4 MB	99.7 KB	7 KB
141	38/e36791	12959	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5181310)	COMPLETED	0	2023-10-27 11:01:37.953	2.1s	0ms	80.0%	6.3 MB	26.5 MB	63.3 KB	446 B
143	bd/cebc29	13037	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-27 11:01:40.052	1.1s	0ms	110.3%	3.1 MB	5.4 MB	76 KB	3.2 KB
142	43/679f92	13106	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5181310)	COMPLETED	0	2023-10-27 11:01:41.188	2.5s	2s	149.9%	7.7 MB	21.5 MB	16 MB	36.8 KB
144	13/e2aedd	13200	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5405022)	COMPLETED	0	2023-10-27 11:01:43.713	2s	0ms	133.3%	2.7 MB	11 MB	68 KB	483 B
145	4e/998eca	13269	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5405022)	COMPLETED	0	2023-10-27 11:01:45.740	2s	1s	165.4%	11.7 MB	16.8 MB	16 MB	34.5 KB
146	dc/f5f6ff	13335	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-27 11:01:47.752	1.1s	0ms	82.8%	3.1 MB	5.4 MB	75.9 KB	3.2 KB
147	49/ba2603	13407	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (SRR13500958)	COMPLETED	0	2023-10-27 11:01:48.891	2.1s	0ms	104.3%	2.8 MB	11 MB	51.8 KB	414 B
149	65/673230	13476	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SRR13500958)	COMPLETED	0	2023-10-27 11:01:51.038	2.1s	1s	162.7%	10.9 MB	16.2 MB	16 MB	19.4 KB
148	e9/7d6b80	13544	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-27 11:01:53.120	1.1s	0ms	120.0%	3 MB	5.4 MB	74.4 KB	3.2 KB
150	65/f29226	13614	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5743893)	COMPLETED	0	2023-10-27 11:01:54.227	2s	0ms	126.3%	2.8 MB	11 MB	68.1 KB	472 B
151	06/d4f134	13680	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5743893)	COMPLETED	0	2023-10-27 11:01:56.244	1.7s	1s	172.5%	11.2 MB	16.3 MB	16 MB	29.3 KB
152	e0/9c7dc9	13749	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-27 11:01:57.999	1s	0ms	114.3%	3.1 MB	5.4 MB	75.1 KB	3.2 KB
153	30/061b3e	13817	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5556343)	COMPLETED	0	2023-10-27 11:01:59.041	2.2s	0ms	96.0%	2.7 MB	11 MB	68.4 KB	478 B
154	45/21ba95	13888	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-27 11:02:01.204	1.1s	0ms	109.1%	3.1 MB	5.4 MB	75.6 KB	3.2 KB
155	e1/00fc61	13960	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5556343)	COMPLETED	0	2023-10-27 11:02:02.269	1.6s	1s	166.7%	11.1 MB	16.3 MB	16 MB	33.5 KB
156	3a/3b8880	14028	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5181310)	COMPLETED	0	2023-10-27 11:02:03.909	2s	0ms	100.0%	2.7 MB	11 MB	76.9 KB	30.1 KB
157	71/90c58d	14113	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-27 11:02:05.943	1.1s	0ms	200.0%	3 MB	5.4 MB	91.5 KB	3.5 KB
158	b6/450810	14191	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5405022)	COMPLETED	0	2023-10-27 11:02:07.054	2s	0ms	100.0%	2.8 MB	11 MB	76.9 KB	30.1 KB
159	d8/85e547	14262	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-27 11:02:09.099	1s	0ms	164.1%	3.1 MB	5.4 MB	91.3 KB	3.9 KB
160	08/d5b7c8	14330	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (SRR13500958)	COMPLETED	0	2023-10-27 11:02:10.149	2s	0ms	114.3%	2.8 MB	11 MB	76.9 KB	30.1 KB
161	6e/34a6da	14399	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-27 11:02:12.182	1.2s	0ms	179.1%	3 MB	5.4 MB	88.6 KB	3.6 KB
162	2c/e40cab	14465	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5743893)	COMPLETED	0	2023-10-27 11:02:13.370	2s	0ms	120.0%	2.7 MB	11 MB	76.9 KB	30.1 KB
163	89/1e8d7f	14534	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-27 11:02:15.341	1.1s	0ms	150.0%	3.1 MB	5.4 MB	90 KB	3.8 KB
164	b3/2d51ae	14604	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5556343)	COMPLETED	0	2023-10-27 11:02:16.435	2s	1s	109.1%	2.7 MB	11 MB	76.9 KB	30.1 KB
165	b5/c668b5	14678	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-27 11:02:18.488	953ms	1s	164.1%	3 MB	5.4 MB	91 KB	3.8 KB
166	83/f4a481	14747	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:MAKE_VARIANTS_LONG_TABLE	COMPLETED	0	2023-10-27 11:02:19.452	2.7s	1s	102.2%	69.2 MB	1 GB	11 MB	17.2 KB
167	ec/c6697f	14845	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5181310)	COMPLETED	0	2023-10-27 11:02:22.133	1s	0ms	365.2%	3 MB	5.4 MB	148.8 KB	60.1 KB
168	d1/079b8b	14925	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5405022)	COMPLETED	0	2023-10-27 11:02:23.175	997ms	0ms	182.9%	3.1 MB	5.4 MB	148.6 KB	60.2 KB
169	dc/518f38	14997	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (SRR13500958)	COMPLETED	0	2023-10-27 11:02:24.182	1s	0ms	175.6%	3.1 MB	5.4 MB	148.2 KB	60.1 KB
170	33/a349f2	15071	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5743893)	COMPLETED	0	2023-10-27 11:02:25.231	1.2s	0ms	217.1%	2.9 MB	5.4 MB	148.3 KB	60.1 KB
171	8c/2bef4b	15140	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5556343)	COMPLETED	0	2023-10-27 11:02:26.397	1.1s	1s	210.5%	3 MB	5.4 MB	148.5 KB	60.1 KB
172	7a/9112d0	15213	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5181310)	COMPLETED	0	2023-10-27 11:02:27.495	1.1s	15ms	126.3%	0	0	119.9 KB	31 KB
173	cf/71ad45	15285	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5405022)	COMPLETED	0	2023-10-27 11:02:28.632	1.1s	14ms	126.3%	0	0	119.9 KB	31.1 KB
174	57/2de973	15358	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (SRR13500958)	COMPLETED	0	2023-10-27 11:02:29.738	1s	13ms	80.0%	0	0	120 KB	31.1 KB
175	1d/9c1448	15430	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5743893)	COMPLETED	0	2023-10-27 11:02:30.767	1.1s	15ms	109.1%	2.9 MB	3.9 MB	120 KB	31.1 KB
176	85/ef94a4	15498	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5556343)	COMPLETED	0	2023-10-27 11:02:31.836	1.1s	14ms	72.7%	2.9 MB	3.9 MB	119.9 KB	31.1 KB
177	92/a77da1	15569	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5181310.consensus.fa)	COMPLETED	0	2023-10-27 11:02:32.958	7.9s	6s	103.3%	386 MB	1.5 GB	23.2 MB	2.6 MB
178	2f/a8deb9	15642	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5405022.consensus.fa)	COMPLETED	0	2023-10-27 11:02:40.903	7.8s	6s	110.0%	388.2 MB	1.5 GB	23.2 MB	2.6 MB
179	fc/86f8b0	15718	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (SRR13500958.consensus.fa)	COMPLETED	0	2023-10-27 11:02:48.662	7.3s	5s	110.8%	386.4 MB	1.5 GB	23.2 MB	2.6 MB
180	4b/dfc019	15790	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5743893.consensus.fa)	COMPLETED	0	2023-10-27 11:02:55.963	10.5s	9s	106.7%	390.2 MB	1.5 GB	23.2 MB	2.6 MB
181	8d/a755f7	15857	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5556343.consensus.fa)	COMPLETED	0	2023-10-27 11:03:06.497	7.5s	5s	110.3%	397.8 MB	1.5 GB	23.2 MB	2.6 MB
